2,CRED,QX,GCOFFSET,,,GIFT CARD OFFSET CREDIT,490575019222,0,0,0,0,,ACE,,,,938,GCOFFSET,,0,0,N,N,EA,EA,EA,1,1,,,,,,,,,99.990,0.000,0.001,0.001,0.001,0.001,0.001,0.001,,,0,,0,,,,,,0,,,04/23/15,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,0,EA,,0,,0,0,Y,,C,,,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,N,O,Y,,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,N,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N,,
1,CRED,QX,GCOFFSET,,,GIFT CARD OFFSET CREDIT,490575019222,0,0,0,0,,ACE,,,,938,GCOFFSET,,0,0,N,N,EA,EA,EA,1,1,,,,,,,,,99.990,0.000,0.001,0.001,0.001,0.001,0.001,0.001,,,-17,-340.000,-34,-340.000,,1.000,-340,-0,-34,,,04/23/15,,,,,,-17,-7,0,-6,0,0,-4,0,0,0,0,0,-10,,,,,,,,,,,,,,,,,,,,-12,0,0,0,0,-2,0,0,0,0,0,-7,0,,,0,0,-68,0,,-0.34,-24,-240,0,0,-24,0,,,,0,EA,,0,,0,0,Y,,C,,,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,N,O,Y,,,,-34,-34,,,,,,,,,,,,,,,,,,,,,,N,,,,N,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N,,
