2,,NS,NSF,,,NSF CHECK,,0,0,0,0,,,,,,,NSF,,0,0,N,N,,EA,,1,1,,,,,,,,,,,,,,,,,,,0,,0,,,,,,0,,,12/18/15,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,4,0,,,0,0,0,0,0,0,,,,0,EA,,0,,0,0,Y,,,,,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N,,
3,,NS,NSF,,,NSF CHECK,,-2,0,0,-2,,,,,,,NSF,,0,1,N,N,,EA,,1,1,,,,,,,,,,,,,,,,,,,0,,0,,,,,,0,03/24/17,,02/11/17,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2,0,,,0,0,0,0,0,,,,,,EA,,0,,0,0,Y,,,,,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N,,
1,,NS,NSF,,,NSF CHECK,,0,0,0,0,,,,,,,NSF,,0,0,N,N,,EA,,1,1,,,,,,,,,,,,,,,,,,,0,"12,806.310",6,"12,805.030",,1.000,,,0,,,04/16/15,,,,,,0,1,0,0,1,3,0,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,1,0,2,1,2,1,0,,,0,0,51,6,1.28,1.28,11,"13,806",1,1,0,0,,,,0,EA,,0,,0,0,Y,,,,,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,,,,6,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N,,
